Source,Target,Type
11,2,Directed
11,3,Directed
11,7,Directed
11,9,Directed
11,10,Directed
11,11,Directed
11,12,Directed
11,13,Directed
11,15,Directed
11,16,Directed
11,17,Directed
11,19,Directed
11,20,Directed
11,21,Directed
11,24,Directed
11,25,Directed
11,27,Directed
11,29,Directed
12,1,Directed
12,2,Directed
12,3,Directed
12,7,Directed
12,9,Directed
12,11,Directed
12,12,Directed
12,13,Directed
12,15,Directed
12,16,Directed
12,19,Directed
12,20,Directed
12,21,Directed
12,24,Directed
12,25,Directed
12,27,Directed
12,29,Directed
13,2,Directed
13,3,Directed
13,4,Directed
13,6,Directed
13,7,Directed
13,9,Directed
13,10,Directed
13,11,Directed
13,12,Directed
13,13,Directed
13,14,Directed
13,15,Directed
13,16,Directed
13,17,Directed
13,18,Directed
13,19,Directed
13,20,Directed
13,21,Directed
13,22,Directed
13,23,Directed
13,25,Directed
13,26,Directed
13,27,Directed
13,28,Directed
13,29,Directed
14,2,Directed
14,5,Directed
14,6,Directed
14,7,Directed
14,13,Directed
14,14,Directed
14,17,Directed
14,18,Directed
14,22,Directed
14,25,Directed
14,28,Directed
15,1,Directed
15,2,Directed
15,3,Directed
15,4,Directed
15,7,Directed
15,9,Directed
15,11,Directed
15,12,Directed
15,13,Directed
15,15,Directed
15,17,Directed
15,19,Directed
15,20,Directed
15,21,Directed
15,23,Directed
15,24,Directed
15,25,Directed
15,26,Directed
15,29,Directed
16,2,Directed
16,9,Directed
16,10,Directed
16,11,Directed
16,12,Directed
16,13,Directed
16,16,Directed
16,19,Directed
16,21,Directed
16,25,Directed
16,27,Directed
17,2,Directed
17,3,Directed
17,4,Directed
17,5,Directed
17,6,Directed
17,7,Directed
17,9,Directed
17,10,Directed
17,11,Directed
17,13,Directed
17,14,Directed
17,15,Directed
17,17,Directed
17,18,Directed
17,19,Directed
17,21,Directed
17,22,Directed
17,23,Directed
17,25,Directed
17,26,Directed
17,28,Directed
18,2,Directed
18,5,Directed
18,6,Directed
18,7,Directed
18,10,Directed
18,13,Directed
18,14,Directed
18,17,Directed
18,18,Directed
18,22,Directed
18,25,Directed
18,28,Directed
19,1,Directed
19,2,Directed
19,3,Directed
19,7,Directed
19,9,Directed
19,10,Directed
19,11,Directed
19,12,Directed
19,13,Directed
19,15,Directed
19,16,Directed
19,17,Directed
19,19,Directed
19,20,Directed
19,21,Directed
19,24,Directed
19,25,Directed
19,26,Directed
19,27,Directed
19,29,Directed
20,1,Directed
20,2,Directed
20,3,Directed
20,7,Directed
20,9,Directed
20,11,Directed
20,12,Directed
20,13,Directed
20,15,Directed
20,19,Directed
20,20,Directed
20,21,Directed
20,24,Directed
20,25,Directed
20,26,Directed
20,29,Directed
21,1,Directed
21,2,Directed
21,3,Directed
21,4,Directed
21,7,Directed
21,9,Directed
21,10,Directed
21,11,Directed
21,12,Directed
21,13,Directed
21,15,Directed
21,16,Directed
21,17,Directed
21,19,Directed
21,20,Directed
21,21,Directed
21,23,Directed
21,24,Directed
21,25,Directed
21,26,Directed
21,27,Directed
21,29,Directed
22,2,Directed
22,5,Directed
22,6,Directed
22,7,Directed
22,10,Directed
22,13,Directed
22,14,Directed
22,17,Directed
22,18,Directed
22,22,Directed
22,25,Directed
22,28,Directed
23,2,Directed
23,3,Directed
23,4,Directed
23,7,Directed
23,8,Directed
23,13,Directed
23,15,Directed
23,17,Directed
23,21,Directed
23,23,Directed
23,25,Directed
23,26,Directed
23,28,Directed
24,1,Directed
24,3,Directed
24,9,Directed
24,11,Directed
24,12,Directed
24,15,Directed
24,19,Directed
24,20,Directed
24,21,Directed
24,24,Directed
24,29,Directed
25,2,Directed
25,3,Directed
25,4,Directed
25,6,Directed
25,7,Directed
25,9,Directed
25,10,Directed
25,11,Directed
25,12,Directed
25,13,Directed
25,14,Directed
25,15,Directed
25,16,Directed
25,17,Directed
25,18,Directed
25,19,Directed
25,20,Directed
25,21,Directed
25,22,Directed
25,23,Directed
25,25,Directed
25,26,Directed
25,27,Directed
25,28,Directed
25,29,Directed
26,2,Directed
26,3,Directed
26,4,Directed
26,7,Directed
26,8,Directed
26,13,Directed
26,15,Directed
26,17,Directed
26,19,Directed
26,20,Directed
26,21,Directed
26,23,Directed
26,25,Directed
26,26,Directed
26,28,Directed
27,2,Directed
27,9,Directed
27,10,Directed
27,11,Directed
27,12,Directed
27,13,Directed
27,16,Directed
27,19,Directed
27,21,Directed
27,25,Directed
27,27,Directed
28,2,Directed
28,5,Directed
28,6,Directed
28,7,Directed
28,13,Directed
28,14,Directed
28,17,Directed
28,18,Directed
28,22,Directed
28,23,Directed
28,25,Directed
28,26,Directed
28,28,Directed
29,1,Directed
29,3,Directed
29,7,Directed
29,9,Directed
29,11,Directed
29,12,Directed
29,13,Directed
29,15,Directed
29,19,Directed
29,20,Directed
29,21,Directed
29,24,Directed
29,25,Directed
29,29,Directed
