Source,Target,Type
3,91,Directed
3,93,Directed
3,94,Directed
3,96,Directed
3,97,Directed
3,98,Directed
3,99,Directed
4,4,Directed
4,5,Directed
4,7,Directed
4,11,Directed
4,14,Directed
4,16,Directed
4,19,Directed
4,21,Directed
4,24,Directed
4,28,Directed
4,31,Directed
4,33,Directed
4,37,Directed
4,39,Directed
4,40,Directed
4,42,Directed
4,45,Directed
4,46,Directed
4,47,Directed
4,51,Directed
4,52,Directed
4,58,Directed
4,62,Directed
4,64,Directed
4,71,Directed
4,74,Directed
4,79,Directed
4,84,Directed
4,85,Directed
4,86,Directed
4,92,Directed
4,94,Directed
4,95,Directed
4,97,Directed
5,1,Directed
5,4,Directed
5,5,Directed
5,7,Directed
5,11,Directed
5,12,Directed
5,14,Directed
5,16,Directed
5,20,Directed
5,21,Directed
5,22,Directed
5,24,Directed
5,28,Directed
5,29,Directed
5,31,Directed
5,32,Directed
5,33,Directed
5,37,Directed
5,39,Directed
5,41,Directed
5,46,Directed
5,47,Directed
5,48,Directed
5,50,Directed
5,57,Directed
5,59,Directed
5,62,Directed
5,66,Directed
5,67,Directed
5,68,Directed
5,70,Directed
5,76,Directed
5,78,Directed
5,79,Directed
5,81,Directed
5,83,Directed
5,84,Directed
5,86,Directed
5,89,Directed
5,91,Directed
5,94,Directed
5,95,Directed
5,97,Directed
5,98,Directed
6,2,Directed
6,6,Directed
6,8,Directed
6,9,Directed
6,15,Directed
6,17,Directed
6,18,Directed
6,19,Directed
6,27,Directed
6,34,Directed
6,36,Directed
6,43,Directed
6,49,Directed
6,51,Directed
6,52,Directed
6,53,Directed
6,54,Directed
6,55,Directed
6,58,Directed
6,61,Directed
6,63,Directed
6,75,Directed
6,80,Directed
6,82,Directed
6,88,Directed
6,96,Directed
7,1,Directed
7,4,Directed
7,5,Directed
7,7,Directed
7,11,Directed
7,12,Directed
7,14,Directed
7,16,Directed
7,20,Directed
7,21,Directed
7,22,Directed
7,24,Directed
7,28,Directed
7,29,Directed
7,31,Directed
7,32,Directed
7,33,Directed
7,37,Directed
7,39,Directed
7,40,Directed
7,41,Directed
7,42,Directed
7,45,Directed
7,46,Directed
7,47,Directed
7,48,Directed
7,50,Directed
7,59,Directed
7,62,Directed
7,64,Directed
7,66,Directed
7,67,Directed
7,70,Directed
7,71,Directed
7,76,Directed
7,78,Directed
7,79,Directed
7,81,Directed
7,83,Directed
7,84,Directed
7,85,Directed
7,86,Directed
7,92,Directed
7,94,Directed
7,95,Directed
7,97,Directed
7,98,Directed
8,2,Directed
8,6,Directed
8,8,Directed
8,9,Directed
8,13,Directed
8,15,Directed
8,17,Directed
8,18,Directed
8,19,Directed
8,26,Directed
8,27,Directed
8,28,Directed
8,30,Directed
8,31,Directed
8,34,Directed
8,35,Directed
8,36,Directed
8,37,Directed
8,38,Directed
8,43,Directed
8,44,Directed
8,46,Directed
8,47,Directed
8,48,Directed
8,49,Directed
8,51,Directed
8,52,Directed
8,53,Directed
8,54,Directed
8,55,Directed
8,58,Directed
8,60,Directed
8,61,Directed
8,63,Directed
8,65,Directed
8,66,Directed
8,67,Directed
8,74,Directed
8,75,Directed
8,77,Directed
8,79,Directed
8,80,Directed
8,81,Directed
8,82,Directed
8,85,Directed
8,88,Directed
8,94,Directed
8,96,Directed
9,2,Directed
9,6,Directed
9,8,Directed
9,9,Directed
9,13,Directed
9,15,Directed
9,17,Directed
9,18,Directed
9,19,Directed
9,26,Directed
9,27,Directed
9,30,Directed
9,31,Directed
9,34,Directed
9,35,Directed
9,36,Directed
9,37,Directed
9,38,Directed
9,43,Directed
9,44,Directed
9,48,Directed
9,49,Directed
9,51,Directed
9,52,Directed
9,53,Directed
9,54,Directed
9,55,Directed
9,58,Directed
9,60,Directed
9,61,Directed
9,63,Directed
9,65,Directed
9,66,Directed
9,67,Directed
9,74,Directed
9,75,Directed
9,77,Directed
9,80,Directed
9,82,Directed
9,85,Directed
9,88,Directed
9,94,Directed
9,96,Directed
10,3,Directed
10,10,Directed
10,13,Directed
10,17,Directed
10,23,Directed
10,25,Directed
10,26,Directed
10,30,Directed
10,34,Directed
10,35,Directed
10,38,Directed
10,44,Directed
10,54,Directed
10,55,Directed
10,56,Directed
10,57,Directed
10,60,Directed
10,63,Directed
10,65,Directed
10,68,Directed
10,69,Directed
10,72,Directed
10,73,Directed
10,75,Directed
10,77,Directed
10,81,Directed
10,87,Directed
10,88,Directed
10,89,Directed
10,90,Directed
10,93,Directed
10,99,Directed
11,1,Directed
11,4,Directed
11,5,Directed
11,7,Directed
11,11,Directed
11,12,Directed
11,14,Directed
11,16,Directed
11,21,Directed
11,22,Directed
11,24,Directed
11,28,Directed
11,31,Directed
11,32,Directed
11,33,Directed
11,37,Directed
11,39,Directed
11,40,Directed
11,42,Directed
11,45,Directed
11,46,Directed
11,47,Directed
11,48,Directed
11,50,Directed
11,59,Directed
11,62,Directed
11,64,Directed
11,66,Directed
11,67,Directed
11,70,Directed
11,71,Directed
11,74,Directed
11,76,Directed
11,78,Directed
11,79,Directed
11,83,Directed
11,84,Directed
11,85,Directed
11,86,Directed
11,92,Directed
11,94,Directed
11,95,Directed
11,97,Directed
11,98,Directed
12,1,Directed
12,3,Directed
12,5,Directed
12,7,Directed
12,11,Directed
12,12,Directed
12,13,Directed
12,14,Directed
12,17,Directed
12,20,Directed
12,21,Directed
12,22,Directed
12,25,Directed
12,29,Directed
12,30,Directed
12,31,Directed
12,32,Directed
12,33,Directed
12,35,Directed
12,37,Directed
12,41,Directed
12,43,Directed
12,46,Directed
12,47,Directed
12,48,Directed
12,50,Directed
12,51,Directed
12,54,Directed
12,56,Directed
12,57,Directed
12,59,Directed
12,60,Directed
12,62,Directed
12,65,Directed
12,66,Directed
12,67,Directed
12,68,Directed
12,70,Directed
12,72,Directed
12,73,Directed
12,76,Directed
12,77,Directed
12,78,Directed
12,79,Directed
12,81,Directed
12,83,Directed
12,86,Directed
12,89,Directed
12,90,Directed
12,91,Directed
12,94,Directed
12,95,Directed
12,97,Directed
12,98,Directed
13,1,Directed
13,2,Directed
13,3,Directed
13,8,Directed
13,9,Directed
13,10,Directed
13,12,Directed
13,13,Directed
13,15,Directed
13,17,Directed
13,18,Directed
13,23,Directed
13,25,Directed
13,26,Directed
13,27,Directed
13,30,Directed
13,31,Directed
13,34,Directed
13,35,Directed
13,36,Directed
13,37,Directed
13,38,Directed
13,43,Directed
13,44,Directed
13,46,Directed
13,47,Directed
13,48,Directed
13,50,Directed
13,51,Directed
13,52,Directed
13,53,Directed
13,54,Directed
13,55,Directed
13,56,Directed
13,57,Directed
13,59,Directed
13,60,Directed
13,63,Directed
13,65,Directed
13,66,Directed
13,67,Directed
13,68,Directed
13,69,Directed
13,70,Directed
13,72,Directed
13,73,Directed
13,75,Directed
13,76,Directed
13,77,Directed
13,79,Directed
13,80,Directed
13,81,Directed
13,83,Directed
13,85,Directed
13,87,Directed
13,88,Directed
13,89,Directed
13,90,Directed
13,91,Directed
13,93,Directed
13,94,Directed
13,96,Directed
13,97,Directed
13,98,Directed
13,99,Directed
14,1,Directed
14,4,Directed
14,5,Directed
14,7,Directed
14,11,Directed
14,12,Directed
14,14,Directed
14,16,Directed
14,19,Directed
14,21,Directed
14,24,Directed
14,28,Directed
14,31,Directed
14,32,Directed
14,33,Directed
14,37,Directed
14,39,Directed
14,40,Directed
14,42,Directed
14,43,Directed
14,45,Directed
14,46,Directed
14,47,Directed
14,48,Directed
14,51,Directed
14,52,Directed
14,58,Directed
14,59,Directed
14,62,Directed
14,64,Directed
14,66,Directed
14,67,Directed
14,71,Directed
14,74,Directed
14,78,Directed
14,79,Directed
14,83,Directed
14,84,Directed
14,85,Directed
14,86,Directed
14,92,Directed
14,94,Directed
14,95,Directed
14,97,Directed
14,98,Directed
15,2,Directed
15,6,Directed
15,8,Directed
15,9,Directed
15,13,Directed
15,15,Directed
15,17,Directed
15,18,Directed
15,19,Directed
15,26,Directed
15,27,Directed
15,30,Directed
15,34,Directed
15,35,Directed
15,36,Directed
15,38,Directed
15,43,Directed
15,44,Directed
15,49,Directed
15,51,Directed
15,52,Directed
15,53,Directed
15,54,Directed
15,55,Directed
15,58,Directed
15,60,Directed
15,61,Directed
15,63,Directed
15,65,Directed
15,75,Directed
15,77,Directed
15,80,Directed
15,82,Directed
15,88,Directed
15,94,Directed
15,96,Directed
16,4,Directed
16,5,Directed
16,7,Directed
16,11,Directed
16,14,Directed
16,16,Directed
16,19,Directed
16,21,Directed
16,24,Directed
16,28,Directed
16,31,Directed
16,33,Directed
16,37,Directed
16,39,Directed
16,40,Directed
16,42,Directed
16,45,Directed
16,46,Directed
16,47,Directed
16,51,Directed
16,52,Directed
16,58,Directed
16,62,Directed
16,64,Directed
16,71,Directed
16,74,Directed
16,79,Directed
16,84,Directed
16,85,Directed
16,86,Directed
16,92,Directed
16,94,Directed
16,95,Directed
16,97,Directed
17,2,Directed
17,3,Directed
17,6,Directed
17,8,Directed
17,9,Directed
17,10,Directed
17,12,Directed
17,13,Directed
17,15,Directed
17,17,Directed
17,18,Directed
17,23,Directed
17,25,Directed
17,26,Directed
17,27,Directed
17,30,Directed
17,31,Directed
17,34,Directed
17,35,Directed
17,36,Directed
17,37,Directed
17,38,Directed
17,43,Directed
17,44,Directed
17,46,Directed
17,48,Directed
17,50,Directed
17,51,Directed
17,52,Directed
17,53,Directed
17,54,Directed
17,55,Directed
17,56,Directed
17,57,Directed
17,59,Directed
17,60,Directed
17,63,Directed
17,65,Directed
17,66,Directed
17,67,Directed
17,68,Directed
17,69,Directed
17,72,Directed
17,73,Directed
17,75,Directed
17,76,Directed
17,77,Directed
17,79,Directed
17,80,Directed
17,81,Directed
17,83,Directed
17,87,Directed
17,88,Directed
17,89,Directed
17,90,Directed
17,91,Directed
17,93,Directed
17,94,Directed
17,96,Directed
17,98,Directed
17,99,Directed
18,2,Directed
18,6,Directed
18,8,Directed
18,9,Directed
18,13,Directed
18,15,Directed
18,17,Directed
18,18,Directed
18,19,Directed
18,27,Directed
18,28,Directed
18,31,Directed
18,34,Directed
18,35,Directed
18,36,Directed
18,37,Directed
18,43,Directed
18,47,Directed
18,48,Directed
18,49,Directed
18,51,Directed
18,52,Directed
18,53,Directed
18,54,Directed
18,55,Directed
18,58,Directed
18,61,Directed
18,63,Directed
18,66,Directed
18,67,Directed
18,74,Directed
18,75,Directed
18,77,Directed
18,80,Directed
18,82,Directed
18,85,Directed
18,88,Directed
18,94,Directed
18,96,Directed
19,2,Directed
19,4,Directed
19,6,Directed
19,8,Directed
19,9,Directed
19,14,Directed
19,15,Directed
19,16,Directed
19,18,Directed
19,19,Directed
19,21,Directed
19,24,Directed
19,27,Directed
19,28,Directed
19,31,Directed
19,33,Directed
19,36,Directed
19,37,Directed
19,39,Directed
19,43,Directed
19,47,Directed
19,49,Directed
19,51,Directed
19,52,Directed
19,53,Directed
19,55,Directed
19,58,Directed
19,61,Directed
19,63,Directed
19,71,Directed
19,74,Directed
19,75,Directed
19,80,Directed
19,82,Directed
19,85,Directed
19,86,Directed
19,94,Directed
19,95,Directed
19,96,Directed
20,1,Directed
20,3,Directed
20,5,Directed
20,7,Directed
20,12,Directed
20,20,Directed
20,22,Directed
20,29,Directed
20,32,Directed
20,37,Directed
20,41,Directed
20,46,Directed
20,48,Directed
20,50,Directed
20,56,Directed
20,57,Directed
20,59,Directed
20,62,Directed
20,66,Directed
20,67,Directed
20,68,Directed
20,70,Directed
20,72,Directed
20,73,Directed
20,76,Directed
20,78,Directed
20,79,Directed
20,81,Directed
20,83,Directed
20,89,Directed
20,90,Directed
20,91,Directed
20,97,Directed
20,98,Directed
21,1,Directed
21,4,Directed
21,5,Directed
21,7,Directed
21,11,Directed
21,12,Directed
21,14,Directed
21,16,Directed
21,19,Directed
21,21,Directed
21,24,Directed
21,28,Directed
21,31,Directed
21,32,Directed
21,33,Directed
21,37,Directed
21,39,Directed
21,40,Directed
21,42,Directed
21,43,Directed
21,45,Directed
21,46,Directed
21,47,Directed
21,48,Directed
21,51,Directed
21,52,Directed
21,58,Directed
21,59,Directed
21,62,Directed
21,64,Directed
21,66,Directed
21,67,Directed
21,71,Directed
21,74,Directed
21,78,Directed
21,79,Directed
21,83,Directed
21,84,Directed
21,85,Directed
21,86,Directed
21,92,Directed
21,94,Directed
21,95,Directed
21,97,Directed
21,98,Directed
22,1,Directed
22,5,Directed
22,7,Directed
22,11,Directed
22,12,Directed
22,20,Directed
22,22,Directed
22,29,Directed
22,32,Directed
22,37,Directed
22,41,Directed
22,46,Directed
22,48,Directed
22,50,Directed
22,57,Directed
22,59,Directed
22,62,Directed
22,66,Directed
22,67,Directed
22,68,Directed
22,70,Directed
22,76,Directed
22,78,Directed
22,79,Directed
22,81,Directed
22,83,Directed
22,89,Directed
22,90,Directed
22,91,Directed
22,97,Directed
22,98,Directed
23,3,Directed
23,10,Directed
23,13,Directed
23,17,Directed
23,23,Directed
23,25,Directed
23,26,Directed
23,30,Directed
23,34,Directed
23,35,Directed
23,38,Directed
23,44,Directed
23,54,Directed
23,55,Directed
23,56,Directed
23,57,Directed
23,60,Directed
23,63,Directed
23,65,Directed
23,68,Directed
23,69,Directed
23,72,Directed
23,73,Directed
23,75,Directed
23,77,Directed
23,81,Directed
23,87,Directed
23,88,Directed
23,89,Directed
23,90,Directed
23,93,Directed
23,99,Directed
24,4,Directed
24,5,Directed
24,7,Directed
24,11,Directed
24,14,Directed
24,16,Directed
24,19,Directed
24,21,Directed
24,24,Directed
24,28,Directed
24,31,Directed
24,33,Directed
24,37,Directed
24,39,Directed
24,40,Directed
24,42,Directed
24,45,Directed
24,46,Directed
24,47,Directed
24,51,Directed
24,52,Directed
24,58,Directed
24,62,Directed
24,64,Directed
24,71,Directed
24,74,Directed
24,79,Directed
24,84,Directed
24,85,Directed
24,86,Directed
24,92,Directed
24,94,Directed
24,95,Directed
24,97,Directed
25,3,Directed
25,10,Directed
25,12,Directed
25,13,Directed
25,17,Directed
25,23,Directed
25,25,Directed
25,26,Directed
25,30,Directed
25,34,Directed
25,35,Directed
25,38,Directed
25,43,Directed
25,44,Directed
25,48,Directed
25,50,Directed
25,54,Directed
25,55,Directed
25,56,Directed
25,57,Directed
25,59,Directed
25,60,Directed
25,63,Directed
25,65,Directed
25,66,Directed
25,67,Directed
25,68,Directed
25,69,Directed
25,72,Directed
25,73,Directed
25,75,Directed
25,76,Directed
25,77,Directed
25,79,Directed
25,81,Directed
25,83,Directed
25,87,Directed
25,88,Directed
25,89,Directed
25,90,Directed
25,91,Directed
25,93,Directed
25,94,Directed
25,98,Directed
25,99,Directed
26,2,Directed
26,3,Directed
26,8,Directed
26,9,Directed
26,10,Directed
26,13,Directed
26,15,Directed
26,17,Directed
26,23,Directed
26,25,Directed
26,26,Directed
26,30,Directed
26,34,Directed
26,35,Directed
26,37,Directed
26,38,Directed
26,43,Directed
26,44,Directed
26,48,Directed
26,51,Directed
26,52,Directed
26,54,Directed
26,55,Directed
26,56,Directed
26,57,Directed
26,59,Directed
26,60,Directed
26,63,Directed
26,65,Directed
26,66,Directed
26,67,Directed
26,68,Directed
26,69,Directed
26,72,Directed
26,73,Directed
26,75,Directed
26,77,Directed
26,79,Directed
26,80,Directed
26,81,Directed
26,83,Directed
26,87,Directed
26,88,Directed
26,89,Directed
26,90,Directed
26,91,Directed
26,93,Directed
26,94,Directed
26,96,Directed
26,98,Directed
26,99,Directed
27,2,Directed
27,6,Directed
27,8,Directed
27,9,Directed
27,13,Directed
27,15,Directed
27,17,Directed
27,18,Directed
27,19,Directed
27,27,Directed
27,28,Directed
27,31,Directed
27,34,Directed
27,35,Directed
27,36,Directed
27,37,Directed
27,43,Directed
27,47,Directed
27,48,Directed
27,49,Directed
27,51,Directed
27,52,Directed
27,53,Directed
27,54,Directed
27,55,Directed
27,58,Directed
27,61,Directed
27,63,Directed
27,66,Directed
27,67,Directed
27,74,Directed
27,75,Directed
27,77,Directed
27,80,Directed
27,82,Directed
27,85,Directed
27,88,Directed
27,94,Directed
27,96,Directed
28,4,Directed
28,5,Directed
28,7,Directed
28,8,Directed
28,11,Directed
28,14,Directed
28,16,Directed
28,18,Directed
28,19,Directed
28,21,Directed
28,24,Directed
28,27,Directed
28,28,Directed
28,31,Directed
28,33,Directed
28,37,Directed
28,39,Directed
28,40,Directed
28,42,Directed
28,43,Directed
28,45,Directed
28,46,Directed
28,47,Directed
28,48,Directed
28,51,Directed
28,52,Directed
28,53,Directed
28,58,Directed
28,62,Directed
28,64,Directed
28,66,Directed
28,67,Directed
28,71,Directed
28,74,Directed
28,79,Directed
28,80,Directed
28,84,Directed
28,85,Directed
28,86,Directed
28,92,Directed
28,94,Directed
28,95,Directed
28,96,Directed
28,97,Directed
29,1,Directed
29,5,Directed
29,7,Directed
29,12,Directed
29,20,Directed
29,22,Directed
29,29,Directed
29,32,Directed
29,41,Directed
29,46,Directed
29,50,Directed
29,57,Directed
29,59,Directed
29,62,Directed
29,68,Directed
29,70,Directed
29,76,Directed
29,78,Directed
29,79,Directed
29,81,Directed
29,83,Directed
29,89,Directed
29,90,Directed
29,91,Directed
29,97,Directed
29,98,Directed
30,2,Directed
30,3,Directed
30,8,Directed
30,9,Directed
30,10,Directed
30,12,Directed
30,13,Directed
30,15,Directed
30,17,Directed
30,23,Directed
30,25,Directed
30,26,Directed
30,30,Directed
30,34,Directed
30,35,Directed
30,37,Directed
30,38,Directed
30,43,Directed
30,44,Directed
30,46,Directed
30,48,Directed
30,50,Directed
30,51,Directed
30,52,Directed
30,54,Directed
30,55,Directed
30,56,Directed
30,57,Directed
30,59,Directed
30,60,Directed
30,63,Directed
30,65,Directed
30,66,Directed
30,67,Directed
30,68,Directed
30,69,Directed
30,72,Directed
30,73,Directed
30,75,Directed
30,76,Directed
30,77,Directed
30,79,Directed
30,80,Directed
30,81,Directed
30,83,Directed
30,87,Directed
30,88,Directed
30,89,Directed
30,90,Directed
30,91,Directed
30,93,Directed
30,94,Directed
30,96,Directed
30,98,Directed
30,99,Directed
31,1,Directed
31,2,Directed
31,4,Directed
31,5,Directed
31,7,Directed
31,8,Directed
31,9,Directed
31,11,Directed
31,12,Directed
31,13,Directed
31,14,Directed
31,16,Directed
31,17,Directed
31,18,Directed
31,19,Directed
31,21,Directed
31,24,Directed
31,27,Directed
31,28,Directed
31,31,Directed
31,33,Directed
31,35,Directed
31,36,Directed
31,37,Directed
31,39,Directed
31,40,Directed
31,42,Directed
31,43,Directed
31,45,Directed
31,46,Directed
31,47,Directed
31,48,Directed
31,51,Directed
31,52,Directed
31,53,Directed
31,54,Directed
31,55,Directed
31,58,Directed
31,59,Directed
31,62,Directed
31,63,Directed
31,64,Directed
31,66,Directed
31,67,Directed
31,71,Directed
31,74,Directed
31,75,Directed
31,77,Directed
31,79,Directed
31,80,Directed
31,81,Directed
31,82,Directed
31,83,Directed
31,84,Directed
31,85,Directed
31,86,Directed
31,92,Directed
31,94,Directed
31,95,Directed
31,96,Directed
31,97,Directed
31,98,Directed
32,1,Directed
32,5,Directed
32,7,Directed
32,11,Directed
32,12,Directed
32,14,Directed
32,20,Directed
32,21,Directed
32,22,Directed
32,29,Directed
32,32,Directed
32,33,Directed
32,37,Directed
32,41,Directed
32,46,Directed
32,47,Directed
32,48,Directed
32,50,Directed
32,57,Directed
32,59,Directed
32,62,Directed
32,66,Directed
32,67,Directed
32,68,Directed
32,70,Directed
32,76,Directed
32,78,Directed
32,79,Directed
32,81,Directed
32,83,Directed
32,86,Directed
32,89,Directed
32,90,Directed
32,91,Directed
32,94,Directed
32,95,Directed
32,97,Directed
32,98,Directed
33,1,Directed
33,4,Directed
33,5,Directed
33,7,Directed
33,11,Directed
33,12,Directed
33,14,Directed
33,16,Directed
33,19,Directed
33,21,Directed
33,24,Directed
33,28,Directed
33,31,Directed
33,32,Directed
33,33,Directed
33,37,Directed
33,39,Directed
33,40,Directed
33,42,Directed
33,43,Directed
33,45,Directed
33,46,Directed
33,47,Directed
33,48,Directed
33,51,Directed
33,52,Directed
33,58,Directed
33,59,Directed
33,62,Directed
33,64,Directed
33,66,Directed
33,67,Directed
33,71,Directed
33,74,Directed
33,78,Directed
33,79,Directed
33,83,Directed
33,84,Directed
33,85,Directed
33,86,Directed
33,92,Directed
33,94,Directed
33,95,Directed
33,97,Directed
33,98,Directed
34,2,Directed
34,3,Directed
34,6,Directed
34,8,Directed
34,9,Directed
34,10,Directed
34,13,Directed
34,15,Directed
34,17,Directed
34,18,Directed
34,23,Directed
34,25,Directed
34,26,Directed
34,27,Directed
34,30,Directed
34,34,Directed
34,35,Directed
34,36,Directed
34,38,Directed
34,43,Directed
34,44,Directed
34,48,Directed
34,49,Directed
34,51,Directed
34,52,Directed
34,53,Directed
34,54,Directed
34,55,Directed
34,60,Directed
34,61,Directed
34,63,Directed
34,65,Directed
34,66,Directed
34,67,Directed
34,69,Directed
34,73,Directed
34,75,Directed
34,77,Directed
34,80,Directed
34,81,Directed
34,82,Directed
34,87,Directed
34,88,Directed
34,93,Directed
34,94,Directed
34,96,Directed
34,99,Directed
35,1,Directed
35,2,Directed
35,3,Directed
35,8,Directed
35,9,Directed
35,10,Directed
35,12,Directed
35,13,Directed
35,15,Directed
35,17,Directed
35,18,Directed
35,23,Directed
35,25,Directed
35,26,Directed
35,27,Directed
35,30,Directed
35,31,Directed
35,34,Directed
35,35,Directed
35,36,Directed
35,37,Directed
35,38,Directed
35,43,Directed
35,44,Directed
35,46,Directed
35,47,Directed
35,48,Directed
35,50,Directed
35,51,Directed
35,52,Directed
35,53,Directed
35,54,Directed
35,55,Directed
35,56,Directed
35,57,Directed
35,59,Directed
35,60,Directed
35,63,Directed
35,65,Directed
35,66,Directed
35,67,Directed
35,68,Directed
35,69,Directed
35,70,Directed
35,72,Directed
35,73,Directed
35,75,Directed
35,76,Directed
35,77,Directed
35,79,Directed
35,80,Directed
35,81,Directed
35,83,Directed
35,85,Directed
35,87,Directed
35,88,Directed
35,89,Directed
35,90,Directed
35,91,Directed
35,93,Directed
35,94,Directed
35,96,Directed
35,97,Directed
35,98,Directed
35,99,Directed
36,2,Directed
36,6,Directed
36,8,Directed
36,9,Directed
36,13,Directed
36,15,Directed
36,17,Directed
36,18,Directed
36,19,Directed
36,27,Directed
36,31,Directed
36,34,Directed
36,35,Directed
36,36,Directed
36,43,Directed
36,49,Directed
36,51,Directed
36,52,Directed
36,53,Directed
36,54,Directed
36,55,Directed
36,58,Directed
36,61,Directed
36,63,Directed
36,74,Directed
36,75,Directed
36,77,Directed
36,80,Directed
36,82,Directed
36,85,Directed
36,88,Directed
36,94,Directed
36,96,Directed
37,1,Directed
37,2,Directed
37,3,Directed
37,4,Directed
37,5,Directed
37,7,Directed
37,8,Directed
37,9,Directed
37,11,Directed
37,12,Directed
37,13,Directed
37,14,Directed
37,16,Directed
37,17,Directed
37,18,Directed
37,19,Directed
37,20,Directed
37,21,Directed
37,22,Directed
37,24,Directed
37,26,Directed
37,27,Directed
37,28,Directed
37,30,Directed
37,31,Directed
37,32,Directed
37,33,Directed
37,35,Directed
37,37,Directed
37,39,Directed
37,43,Directed
37,46,Directed
37,47,Directed
37,48,Directed
37,50,Directed
37,51,Directed
37,52,Directed
37,53,Directed
37,54,Directed
37,55,Directed
37,56,Directed
37,57,Directed
37,58,Directed
37,59,Directed
37,60,Directed
37,62,Directed
37,63,Directed
37,65,Directed
37,66,Directed
37,67,Directed
37,68,Directed
37,70,Directed
37,71,Directed
37,72,Directed
37,73,Directed
37,74,Directed
37,75,Directed
37,76,Directed
37,77,Directed
37,78,Directed
37,79,Directed
37,80,Directed
37,81,Directed
37,83,Directed
37,84,Directed
37,85,Directed
37,86,Directed
37,89,Directed
37,90,Directed
37,91,Directed
37,94,Directed
37,95,Directed
37,96,Directed
37,97,Directed
37,98,Directed
38,2,Directed
38,3,Directed
38,8,Directed
38,9,Directed
38,10,Directed
38,13,Directed
38,15,Directed
38,17,Directed
38,23,Directed
38,25,Directed
38,26,Directed
38,30,Directed
38,34,Directed
38,35,Directed
38,38,Directed
38,43,Directed
38,44,Directed
38,48,Directed
38,51,Directed
38,54,Directed
38,55,Directed
38,56,Directed
38,57,Directed
38,60,Directed
38,63,Directed
38,65,Directed
38,66,Directed
38,67,Directed
38,68,Directed
38,69,Directed
38,72,Directed
38,73,Directed
38,75,Directed
38,77,Directed
38,80,Directed
38,81,Directed
38,87,Directed
38,88,Directed
38,89,Directed
38,90,Directed
38,93,Directed
38,94,Directed
38,96,Directed
38,99,Directed
39,4,Directed
39,5,Directed
39,7,Directed
39,11,Directed
39,14,Directed
39,16,Directed
39,19,Directed
39,21,Directed
39,24,Directed
39,28,Directed
39,31,Directed
39,33,Directed
39,37,Directed
39,39,Directed
39,40,Directed
39,42,Directed
39,45,Directed
39,46,Directed
39,47,Directed
39,51,Directed
39,52,Directed
39,58,Directed
39,62,Directed
39,64,Directed
39,71,Directed
39,74,Directed
39,79,Directed
39,84,Directed
39,85,Directed
39,86,Directed
39,92,Directed
39,94,Directed
39,95,Directed
39,97,Directed
40,4,Directed
40,7,Directed
40,11,Directed
40,14,Directed
40,16,Directed
40,21,Directed
40,24,Directed
40,28,Directed
40,31,Directed
40,33,Directed
40,39,Directed
40,40,Directed
40,42,Directed
40,45,Directed
40,46,Directed
40,47,Directed
40,62,Directed
40,64,Directed
40,71,Directed
40,74,Directed
40,84,Directed
40,85,Directed
40,86,Directed
40,92,Directed
40,95,Directed
41,1,Directed
41,5,Directed
41,7,Directed
41,12,Directed
