Source,Target,Type
43,441,Directed
366,108,Directed
344,338,Directed
364,293,Directed
200,128,Directed
497,420,Directed
57,180,Directed
99,465,Directed
393,83,Directed
328,166,Directed
97,34,Directed
320,65,Directed
407,281,Directed
199,155,Directed
100,257,Directed
36,333,Directed
478,471,Directed
375,242,Directed
294,141,Directed
280,394,Directed
383,378,Directed
125,327,Directed
121,418,Directed
100,336,Directed
395,314,Directed
19,227,Directed
94,117,Directed
247,19,Directed
412,496,Directed
350,90,Directed
268,236,Directed
453,289,Directed
248,212,Directed
314,463,Directed
267,319,Directed
410,460,Directed
463,301,Directed
357,245,Directed
404,271,Directed
337,299,Directed
120,425,Directed
488,204,Directed
461,474,Directed
226,130,Directed
201,456,Directed
206,47,Directed
363,194,Directed
455,297,Directed
65,435,Directed
345,161,Directed
69,148,Directed
218,256,Directed
336,195,Directed
455,16,Directed
431,155,Directed
312,401,Directed
251,397,Directed
146,158,Directed
408,365,Directed
93,4,Directed
395,121,Directed
390,124,Directed
58,163,Directed
41,62,Directed
360,77,Directed
35,108,Directed
417,67,Directed
375,245,Directed
450,171,Directed
439,128,Directed
117,164,Directed
389,336,Directed
26,45,Directed
397,358,Directed
44,161,Directed
169,289,Directed
247,99,Directed
263,22,Directed
398,261,Directed
183,6,Directed
63,330,Directed
500,7,Directed
350,167,Directed
366,426,Directed
403,383,Directed
112,216,Directed
138,271,Directed
393,181,Directed
148,432,Directed
455,111,Directed
337,465,Directed
60,283,Directed
211,365,Directed
329,50,Directed
453,391,Directed
234,383,Directed
191,403,Directed
223,116,Directed
411,318,Directed
94,231,Directed
202,473,Directed
206,446,Directed
69,272,Directed
81,429,Directed
133,351,Directed
181,464,Directed
323,374,Directed
321,445,Directed
239,343,Directed
50,125,Directed
320,182,Directed
398,192,Directed
144,430,Directed
304,210,Directed
436,285,Directed
41,415,Directed
284,491,Directed
447,191,Directed
191,3,Directed
94,220,Directed
435,44,Directed
353,81,Directed
459,127,Directed
122,33,Directed
146,474,Directed
191,140,Directed
260,114,Directed
346,257,Directed
417,445,Directed
134,437,Directed
422,146,Directed
424,192,Directed
369,164,Directed
213,110,Directed
103,78,Directed
379,324,Directed
493,11,Directed
483,70,Directed
243,89,Directed
471,167,Directed
3,183,Directed
274,434,Directed
87,377,Directed
158,453,Directed
458,18,Directed
322,210,Directed
291,152,Directed
101,70,Directed
390,33,Directed
458,50,Directed
251,146,Directed
437,462,Directed
388,59,Directed
488,93,Directed
412,426,Directed
150,268,Directed
2,289,Directed
130,412,Directed
230,109,Directed
102,10,Directed
130,2,Directed
407,229,Directed
453,150,Directed
6,140,Directed
113,140,Directed
294,44,Directed
281,17,Directed
240,302,Directed
4,304,Directed
398,283,Directed
205,5,Directed
401,227,Directed
222,445,Directed
431,465,Directed
172,154,Directed
310,214,Directed
164,230,Directed
459,179,Directed
448,162,Directed
378,441,Directed
132,276,Directed
138,50,Directed
329,464,Directed
468,67,Directed
225,219,Directed
315,298,Directed
70,475,Directed
108,374,Directed
490,391,Directed
442,333,Directed
5,384,Directed
374,256,Directed
220,251,Directed
308,145,Directed
490,108,Directed
444,280,Directed
74,469,Directed
311,387,Directed
327,450,Directed
240,251,Directed
462,428,Directed
137,300,Directed
409,370,Directed
252,246,Directed
41,380,Directed
205,415,Directed
251,105,Directed
65,12,Directed
385,111,Directed
483,98,Directed
63,284,Directed
379,206,Directed
119,65,Directed
292,81,Directed
406,111,Directed
345,460,Directed
178,436,Directed
227,439,Directed
73,87,Directed
356,461,Directed
384,467,Directed
42,119,Directed
84,51,Directed
208,377,Directed
255,257,Directed
26,27,Directed
139,455,Directed
31,316,Directed
268,32,Directed
49,185,Directed
338,243,Directed
15,430,Directed
143,289,Directed
245,124,Directed
73,21,Directed
128,82,Directed
142,476,Directed
210,104,Directed
181,347,Directed
249,187,Directed
82,248,Directed
444,182,Directed
480,98,Directed
110,169,Directed
283,127,Directed
251,255,Directed
440,30,Directed
221,45,Directed
339,481,Directed
62,353,Directed
453,388,Directed
478,316,Directed
1,492,Directed
55,404,Directed
441,272,Directed
168,292,Directed
438,241,Directed
105,57,Directed
290,253,Directed
12,385,Directed
366,11,Directed
451,475,Directed
72,440,Directed
487,78,Directed
142,203,Directed
208,138,Directed
327,226,Directed
463,453,Directed
360,205,Directed
317,328,Directed
139,398,Directed
36,60,Directed
171,465,Directed
274,215,Directed
77,15,Directed
367,172,Directed
144,458,Directed
301,173,Directed
304,205,Directed
365,216,Directed
382,475,Directed
127,313,Directed
149,330,Directed
83,136,Directed
137,355,Directed
406,383,Directed
373,476,Directed
218,236,Directed
74,234,Directed
263,254,Directed
183,162,Directed
421,357,Directed
421,450,Directed
357,250,Directed
21,385,Directed
406,178,Directed
399,339,Directed
238,249,Directed
191,427,Directed
372,226,Directed
281,456,Directed
18,433,Directed
10,310,Directed
56,431,Directed
108,490,Directed
338,274,Directed
369,341,Directed
73,163,Directed
468,386,Directed
3,251,Directed
285,329,Directed
433,489,Directed
7,1,Directed
326,63,Directed
359,391,Directed
265,126,Directed
25,435,Directed
213,471,Directed
122,268,Directed
421,381,Directed
239,13,Directed
39,480,Directed
323,305,Directed
157,116,Directed
287,23,Directed
362,468,Directed
192,79,Directed
200,372,Directed
149,454,Directed
187,305,Directed
403,261,Directed
122,377,Directed
335,285,Directed
128,122,Directed
429,82,Directed
165,102,Directed
225,29,Directed
256,274,Directed
227,322,Directed
56,462,Directed
363,347,Directed
66,379,Directed
467,492,Directed
53,336,Directed
128,395,Directed
122,324,Directed
201,202,Directed
84,78,Directed
436,443,Directed
132,156,Directed
420,12,Directed
444,72,Directed
349,65,Directed
81,174,Directed
325,299,Directed
225,111,Directed
213,163,Directed
117,271,Directed
18,481,Directed
295,465,Directed
285,377,Directed
327,294,Directed
31,382,Directed
48,67,Directed
157,77,Directed
62,6,Directed
477,336,Directed
281,44,Directed
252,111,Directed
361,145,Directed
235,110,Directed
93,324,Directed
53,463,Directed
42,201,Directed
430,42,Directed
373,484,Directed
483,468,Directed
285,358,Directed
59,295,Directed
145,441,Directed
7,244,Directed
394,199,Directed
103,185,Directed
27,53,Directed
478,104,Directed
24,177,Directed
347,12,Directed
423,33,Directed
390,294,Directed
169,411,Directed
406,430,Directed
216,471,Directed
137,131,Directed
16,297,Directed
246,148,Directed
483,157,Directed
328,15,Directed
166,80,Directed
212,250,Directed
301,98,Directed
487,220,Directed
157,390,Directed
346,460,Directed
141,402,Directed
310,178,Directed
278,351,Directed
201,124,Directed
177,2,Directed
388,320,Directed
212,388,Directed
137,305,Directed
123,285,Directed
96,38,Directed
417,450,Directed
314,428,Directed
476,203,Directed
213,29,Directed
299,469,Directed
52,17,Directed
8,330,Directed
393,373,Directed
282,298,Directed
58,99,Directed
141,115,Directed
100,280,Directed
407,184,Directed
48,478,Directed
283,291,Directed
444,462,Directed
229,493,Directed
445,228,Directed
281,243,Directed
414,168,Directed
215,55,Directed
446,458,Directed
349,26,Directed
362,386,Directed
328,42,Directed
81,177,Directed
300,128,Directed
124,369,Directed
272,364,Directed
494,198,Directed
475,302,Directed
342,461,Directed
325,193,Directed
386,36,Directed
447,327,Directed
142,21,Directed
346,77,Directed
377,43,Directed
448,263,Directed
328,161,Directed
24,209,Directed
77,26,Directed
34,123,Directed
90,333,Directed
293,325,Directed
302,417,Directed
199,174,Directed
220,131,Directed
28,32,Directed
438,12,Directed
167,181,Directed
478,60,Directed
227,65,Directed
177,8,Directed
246,229,Directed
188,200,Directed
216,437,Directed
20,498,Directed
344,94,Directed
481,113,Directed
91,118,Directed
256,35,Directed
353,389,Directed
373,259,Directed
207,26,Directed
361,89,Directed
10,74,Directed
208,315,Directed
448,404,Directed
430,19,Directed
325,57,Directed
183,150,Directed
98,91,Directed
489,122,Directed
239,133,Directed
477,323,Directed
146,366,Directed
128,483,Directed
125,261,Directed
425,260,Directed
448,411,Directed
359,419,Directed
234,62,Directed
265,230,Directed
237,158,Directed
363,81,Directed
302,329,Directed
412,228,Directed
434,457,Directed
455,261,Directed
457,10,Directed
279,97,Directed
271,195,Directed
422,92,Directed
490,276,Directed
277,446,Directed
413,74,Directed
461,280,Directed
248,26,Directed
390,83,Directed
146,481,Directed
23,271,Directed
466,266,Directed
406,56,Directed
34,354,Directed
465,206,Directed
439,432,Directed
429,324,Directed
430,87,Directed
5,104,Directed
144,274,Directed
480,21,Directed
116,55,Directed
491,133,Directed
142,260,Directed
36,123,Directed
20,38,Directed
104,133,Directed
342,481,Directed
42,98,Directed
305,180,Directed
72,286,Directed
197,493,Directed
433,143,Directed
159,462,Directed
214,252,Directed
134,201,Directed
91,9,Directed
65,142,Directed
99,68,Directed
299,91,Directed
234,112,Directed
473,495,Directed
215,87,Directed
263,152,Directed
75,349,Directed
393,23,Directed
155,404,Directed
466,369,Directed
279,74,Directed
294,88,Directed
358,202,Directed
344,180,Directed
262,81,Directed
36,44,Directed
62,400,Directed
432,466,Directed
429,99,Directed
476,349,Directed
149,237,Directed
44,476,Directed
31,242,Directed
